Academic Concept,Concept URL,Subcategory,Reference Title,Reference URL,Citation
"Schizophrenia Spectrum and Psychotic Disorders: Pathophysiology, Diagnosis, and Therapy",https://smarticle.tech/en/article/schizophrenia-spectrum-and-psychotic-disorders-pathophysiology-diagnosis-an-202605190717,Psychiatry,Dysfunction of the NMDA Receptor in the Pathophysiology of Schizophrenia and/or the Pathomechanisms of Treatment-Resistant Schizophrenia,https://doi.org/10.3390/biom14091128,"Okubo R., Okada M., Motomura E. ""Dysfunction of the NMDA Receptor in the Pathophysiology of Schizophrenia and/or the Pathomechanisms of Treatment-Resistant Schizophrenia"". Biomolecules, 2024."
"Schizophrenia Spectrum and Psychotic Disorders: Pathophysiology, Diagnosis, and Therapy",https://smarticle.tech/en/article/schizophrenia-spectrum-and-psychotic-disorders-pathophysiology-diagnosis-an-202605190717,Psychiatry,Medication adherence in patients with psychotic disorders: an observational survey involving patients before they switch to long-acting injectable ris,https://doi.org/10.2147/PPA.S89748,"Baylé, F., Tessier, A., Bouju, S., Misdrahi, D. ""Medication adherence in patients with psychotic disorders: an observational survey involving patients before they switch to long-acting injectable risperidone"". semantic_scholar_foundational, 2015."
"Schizophrenia Spectrum and Psychotic Disorders: Pathophysiology, Diagnosis, and Therapy",https://smarticle.tech/en/article/schizophrenia-spectrum-and-psychotic-disorders-pathophysiology-diagnosis-an-202605190717,Psychiatry,Psychosis in the elderly,https://archive.org/details/psychosisinelder0000unse,"Psychosis in the elderly. by Anne Hassett, David Ames, Edmond Chiu. (2005). — Taylor & Francis. ISBN: 9781102148463"
"Schizophrenia Spectrum and Psychotic Disorders: Pathophysiology, Diagnosis, and Therapy",https://smarticle.tech/en/article/schizophrenia-spectrum-and-psychotic-disorders-pathophysiology-diagnosis-an-202605190717,Psychiatry,Die Psychosen,https://openlibrary.org/works/OL2127246W,"Die Psychosen. by Jacques Lacan, Jacques-Alain Miller. (1920). — W. W. Norton & Company. ISBN: 1317761766"
"Schizophrenia Spectrum and Psychotic Disorders: Pathophysiology, Diagnosis, and Therapy",https://smarticle.tech/en/article/schizophrenia-spectrum-and-psychotic-disorders-pathophysiology-diagnosis-an-202605190717,Psychiatry,Psychotic states in children,https://openlibrary.org/works/OL19374207W,Psychotic states in children. by Margaret Rustin. (1997). — Duckworth. ISBN: 9780429904110
"Assessing the Knowledge, Attitudes, and Vaccination Practices Towards COVID-19 Vaccination Among Mainland Chinese Nursing Students and Interns: A Multicenter Cross-Sectional Study",https://smarticle.tech/en/article/assessing-the-knowledge-attitudes-and-vaccination-practices-towards-covid-1-202605240859,Public Health,"Assessing the Knowledge, Attitudes, and Vaccination Practices Towards COVID-19 Vaccination Among Mainland Chinese Nursing Students and Interns: A Mult",https://www.dovepress.com/assessing-the-knowledge-attitudes-and-vaccination-practices-towards-co-peer-reviewed-fulltext-article-IDR,"Dovepress. ""Assessing the Knowledge, Attitudes, and Vaccination Practices Towards COVID-19 Vaccination Among Mainland Chinese Nursing Students and Interns: A Multicenter Cross-Sectional Study"". doaj, 2023."
"Assessing the Knowledge, Attitudes, and Vaccination Practices Towards COVID-19 Vaccination Among Mainland Chinese Nursing Students and Interns: A Multicenter Cross-Sectional Study",https://smarticle.tech/en/article/assessing-the-knowledge-attitudes-and-vaccination-practices-towards-covid-1-202605240859,Public Health,Impact of Covid-19 Pandemic on Knowledge and Attitude of Nursing Students Regarding Vaccination and Vaccine Hesitancy in China (Preprint),https://doi.org/10.2196/preprints.69834,"Impact of Covid-19 Pandemic on Knowledge and Attitude of Nursing Students Regarding Vaccination and Vaccine Hesitancy in China (Preprint)""."
"Assessing the Knowledge, Attitudes, and Vaccination Practices Towards COVID-19 Vaccination Among Mainland Chinese Nursing Students and Interns: A Multicenter Cross-Sectional Study",https://smarticle.tech/en/article/assessing-the-knowledge-attitudes-and-vaccination-practices-towards-covid-1-202605240859,Public Health,"Nursing students’ attitudes, knowledge, and willingness to receive the COVID-19 vaccine: A cross-sectional study",https://doi.org/10.1101/2021.05.24.21257710,"Nursing students’ attitudes, knowledge, and willingness to receive the COVID-19 vaccine: A cross-sectional study."
"Assessing the Knowledge, Attitudes, and Vaccination Practices Towards COVID-19 Vaccination Among Mainland Chinese Nursing Students and Interns: A Multicenter Cross-Sectional Study",https://smarticle.tech/en/article/assessing-the-knowledge-attitudes-and-vaccination-practices-towards-covid-1-202605240859,Public Health,What determinants of COVID-19 vaccine hesitancy among Chinese nursing students? A cross-sectional study,https://doi.org/10.3389/fpubh.2024.1432225,What determinants of COVID-19 vaccine hesitancy among Chinese nursing students? A cross-sectional study.
"Assessing the Knowledge, Attitudes, and Vaccination Practices Towards COVID-19 Vaccination Among Mainland Chinese Nursing Students and Interns: A Multicenter Cross-Sectional Study",https://smarticle.tech/en/article/assessing-the-knowledge-attitudes-and-vaccination-practices-towards-covid-1-202605240859,Public Health,"Attitudes and concerns of nursing students against the COVID-19 vaccine, willingness to be vaccinated: A cross-sectional study",https://doi.org/10.22541/au.170670664.47351156/v1,"Attitudes and concerns of nursing students against the COVID-19 vaccine, willingness to be vaccinated: A cross-sectional study."
Six-Domain Moral Ecology Framework for Quality Leadership in Healthcare: A Conceptual Synthesis,https://smarticle.tech/en/article/six-domain-moral-ecology-framework-for-quality-leadership-in-healthcare-a-c-202605251537,Public Health,Six-Domain Moral Ecology Framework for Quality Leadership in Healthcare: A Conceptual Synthesis,https://doi.org/10.1177/00469580261449981,"Six-Domain Moral Ecology Framework for Quality Leadership in Healthcare: A Conceptual Synthesis. *doaj*, 2026."
Six-Domain Moral Ecology Framework for Quality Leadership in Healthcare: A Conceptual Synthesis,https://smarticle.tech/en/article/six-domain-moral-ecology-framework-for-quality-leadership-in-healthcare-a-c-202605251537,Public Health,"Ethical Governance, Medico-Legal Accountability, and Clinical Decision-Making in Nursing Practice: A Systematic Review of Awareness, Ethical Challenge",https://doi.org/10.36948/ijfmr.2026.v08i03.78424,"Ethical Governance, Medico-Legal Accountability, and Clinical Decision-Making in Nursing Practice: A Systematic Review of Awareness, Ethical Challenges, and Institutional Determinants""."
Six-Domain Moral Ecology Framework for Quality Leadership in Healthcare: A Conceptual Synthesis,https://smarticle.tech/en/article/six-domain-moral-ecology-framework-for-quality-leadership-in-healthcare-a-c-202605251537,Public Health,Moral Leadership in Medicine,https://doi.org/10.1017/cbo9780511795015,"Moral Leadership in Medicine""."
Six-Domain Moral Ecology Framework for Quality Leadership in Healthcare: A Conceptual Synthesis,https://smarticle.tech/en/article/six-domain-moral-ecology-framework-for-quality-leadership-in-healthcare-a-c-202605251537,Public Health,AI Governance Failures in Healthcare: A Diagnostic Framework Integrating Policy Tools and Care Delivery,https://doi.org/10.2139/ssrn.6566900,AI Governance Failures in Healthcare: A Diagnostic Framework Integrating Policy Tools and Care Delivery.
WHO Leadership in Emergencies Training Boosts Crisis Response Skills,https://smarticle.tech/en/article/who-leadership-in-emergencies-training-boosts-crisis-response-skills-202605261040,Public Health,Evaluating the WHO leadership in emergencies training programme: participants' perspective,https://doi.org/10.3389/femer.2025.1599284,"WHO leadership in emergencies training programme: participants' perspective. *doaj*, 2025."
"MedQA-MA: 12,000 Moroccan Arabic Medical Questions for AI",https://smarticle.tech/en/article/medqa-ma-12-000-moroccan-arabic-medical-questions-for-ai-202605281034,Public Health,MedQA-MA: A Moroccan Arabic medical question-answering dataset for virtual healthcare assistants and large language modelsMendeley Data,https://doi.org/10.1016/j.dib.2026.112537,"MedQA-MA: A Moroccan Arabic medical question-answering dataset for virtual healthcare assistants and large language models. *doaj*, 2026."
"MedQA-MA: 12,000 Moroccan Arabic Medical Questions for AI",https://smarticle.tech/en/article/medqa-ma-12-000-moroccan-arabic-medical-questions-for-ai-202605281034,Public Health,MENARA: Medical Natural Arabic Response Assistant,https://doi.org/10.3390/make8040110,"MENARA: Medical Natural Arabic Response Assistant""."
EHR Nudges Double Genetic Testing for Breast and Ovarian Cancer,https://smarticle.tech/en/article/ehr-nudges-double-genetic-testing-for-breast-and-ovarian-cancer-202605281346,Public Health,Protocol to evaluate sequential electronic health record-based strategies to increase genetic testing for breast and ovarian cancer risk across divers,https://doi.org/10.1186/s13012-023-01308-w,"Protocol to evaluate sequential electronic health record-based strategies to increase genetic testing for breast and ovarian cancer risk across diverse patient populations in gynecology practices. Source, 2023."
EHR Nudges Double Genetic Testing for Breast and Ovarian Cancer,https://smarticle.tech/en/article/ehr-nudges-double-genetic-testing-for-breast-and-ovarian-cancer-202605281346,Public Health,Committee Opinion No. 693: Counseling About Genetic Testing and Communication of Genetic Test Results,https://doi.org/10.1097/aog.0000000000002020,"Committee Opinion No. 693: Counseling About Genetic Testing and Communication of Genetic Test Results""."
EHR Nudges Double Genetic Testing for Breast and Ovarian Cancer,https://smarticle.tech/en/article/ehr-nudges-double-genetic-testing-for-breast-and-ovarian-cancer-202605281346,Public Health,Ethical Considerations for Genetic Testing and Counseling in Obstetrics and Gynecology,https://doi.org/10.1097/aog.0000000000006131,"Ethical Considerations for Genetic Testing and Counseling in Obstetrics and Gynecology""."
EHR Nudges Double Genetic Testing for Breast and Ovarian Cancer,https://smarticle.tech/en/article/ehr-nudges-double-genetic-testing-for-breast-and-ovarian-cancer-202605281346,Public Health,Novel decision-theoretic and risk-stratification metrics of predictive performance: Application to deciding who should undergo genetic testing,https://arxiv.org/abs/1711.05686,"Novel decision-theoretic and risk-stratification metrics of predictive performance: Application to deciding who should undergo genetic testing""."
EHR Nudges Double Genetic Testing for Breast and Ovarian Cancer,https://smarticle.tech/en/article/ehr-nudges-double-genetic-testing-for-breast-and-ovarian-cancer-202605281346,Public Health,Genetic Testing for Every Breast Cancer Patient: Would it be Real?,https://doi.org/10.23880/ijsst-16000141,"Genetic Testing for Every Breast Cancer Patient: Would it be Real?""."
NHANES Cancer Patient Database Construction for Epidemiology,https://smarticle.tech/en/article/nhanes-cancer-patient-database-construction-for-epidemiology-202605281354,Public Health,Construction of the cancer patients’ database based on the US National Health and Nutrition Examination Survey (NHANES) datasets for cancer epidemiolo,https://doi.org/10.1186/s12874-025-02478-5,"Construction of the cancer patients’ database based on the US National Health and Nutrition Examination Survey (NHANES) datasets for cancer epidemiology research. *doaj*, 2025."
NHANES Cancer Patient Database Construction for Epidemiology,https://smarticle.tech/en/article/nhanes-cancer-patient-database-construction-for-epidemiology-202605281354,Public Health,National Health and Nutrition Examination Survey (NHANES) in USA,https://doi.org/10.1097/00001648-200611001-00173,National Health and Nutrition Examination Survey (NHANES) in USA.
NHANES Cancer Patient Database Construction for Epidemiology,https://smarticle.tech/en/article/nhanes-cancer-patient-database-construction-for-epidemiology-202605281354,Public Health,Serum Vitamin D and Cancer Mortality in the NHANES III Study (1988–2006),https://doi.org/10.1016/j.annepidem.2010.07.085,"Serum Vitamin D and Cancer Mortality in the NHANES III Study (1988–2006)"". *Annals of Epidemiology*, Year unknown."
NHANES Cancer Patient Database Construction for Epidemiology,https://smarticle.tech/en/article/nhanes-cancer-patient-database-construction-for-epidemiology-202605281354,Public Health,RNHANES: Facilitates Analysis of CDC NHANES Data,https://doi.org/10.32614/cran.package.rnhanes,"RNHANES. ""RNHANES: Facilitates Analysis of CDC NHANES Data""."
NHANES Cancer Patient Database Construction for Epidemiology,https://smarticle.tech/en/article/nhanes-cancer-patient-database-construction-for-epidemiology-202605281354,Public Health,nhanesA: NHANES Data Retrieval,https://doi.org/10.32614/cran.package.nhanesa,"nhanesA. ""nhanesA: NHANES Data Retrieval"". , ."
Unhealthy Lifestyle Score Predicts Hypertension and Dyslipidemia Risk in Korea,https://smarticle.tech/en/article/unhealthy-lifestyle-score-predicts-hypertension-and-dyslipidemia-risk-in-ko-202605281412,Public Health,"Association of Unhealthy Lifestyle Score on the Risk of Hypertension, Dyslipidemia, and Their Comorbidity in Korea: A Cross-Sectional Study",https://doi.org/10.3390/proceedings2023091308,"Association of Unhealthy Lifestyle Score on the Risk of Hypertension, Dyslipidemia, and Their Comorbidity in Korea: A Cross-Sectional Study. Proceedings, 2024."
Unhealthy Lifestyle Score Predicts Hypertension and Dyslipidemia Risk in Korea,https://smarticle.tech/en/article/unhealthy-lifestyle-score-predicts-hypertension-and-dyslipidemia-risk-in-ko-202605281412,Public Health,"Association of healthy lifestyle factors with the risk of hypertension, dyslipidemia, and their comorbidity in Korea: results from the Korea National",https://doi.org/10.4178/epih.e2024049,"Association of healthy lifestyle factors with the risk of hypertension, dyslipidemia, and their comorbidity in Korea: results from the Korea National Health and Nutrition Examination Survey 2019-2021"". *Epidemiology and Health*, n.d."
Unhealthy Lifestyle Score Predicts Hypertension and Dyslipidemia Risk in Korea,https://smarticle.tech/en/article/unhealthy-lifestyle-score-predicts-hypertension-and-dyslipidemia-risk-in-ko-202605281412,Public Health,The mediating role of healthy lifestyle between socioeconomic status and hypertension: a nationwide cross-sectional study from NHANES 2017-2020,https://doi.org/10.21203/rs.3.rs-9071146/v1,"""The mediating role of healthy lifestyle between socioeconomic status and hypertension: a nationwide cross-sectional study from NHANES 2017-2020"". , ."
Unhealthy Lifestyle Score Predicts Hypertension and Dyslipidemia Risk in Korea,https://smarticle.tech/en/article/unhealthy-lifestyle-score-predicts-hypertension-and-dyslipidemia-risk-in-ko-202605281412,Public Health,"Cardiometabolic Health Risks, Lifestyle Behaviours and Quality of Life in People with Early Psychosis – A Cross Sectional Study",https://doi.org/10.20944/preprints202108.0243.v1,"Cardiometabolic Health Risks, Lifestyle Behaviours and Quality of Life in People with Early Psychosis – A Cross Sectional Study."
Unhealthy Lifestyle Score Predicts Hypertension and Dyslipidemia Risk in Korea,https://smarticle.tech/en/article/unhealthy-lifestyle-score-predicts-hypertension-and-dyslipidemia-risk-in-ko-202605281412,Public Health,Factors Associated with Lifestyle Modification among Chinese Adults with Hypertension: A Cross-sectional Study,https://doi.org/10.2174/0118744346468716260318102215,"""Factors Associated with Lifestyle Modification among Chinese Adults with Hypertension: A Cross-sectional Study"". , ."
